,citycode,Year,Month,Day,Pre
2232568,110000,2021,12,2,0
2237301,110000,2021,12,3,0
2239629,110000,2021,12,4,0
2245627,110000,2021,12,5,0
2249011,110000,2021,12,6,0
2255379,110000,2021,12,7,0
2261391,110000,2021,12,8,2.360556896
2263509,110000,2021,12,9,0.164561588
2269604,110000,2021,12,10,0
2277419,110000,2021,12,11,0
2280164,110000,2021,12,12,0
2284999,110000,2021,12,13,0
2291794,110000,2021,12,14,0
2295934,110000,2021,12,15,0
2298561,110000,2021,12,16,8.91E-05
2304578,110000,2021,12,17,0
2308594,110000,2021,12,18,0
2315312,110000,2021,12,19,0
2318149,110000,2021,12,20,0
2321747,110000,2021,12,21,0.215332956
2329723,110000,2021,12,22,0.101141912
2333991,110000,2021,12,23,0.491814239
2337880,110000,2021,12,24,0.002716714
2342331,110000,2021,12,25,0
2344759,110000,2021,12,26,0
2350003,110000,2021,12,27,0
2358374,110000,2021,12,28,0
2362564,110000,2021,12,29,0
2365464,110000,2021,12,30,0
2371876,110000,2021,12,31,0
630064,110000,2022,1,1,1.67E-13
633040,110000,2022,1,2,1.67E-13
637618,110000,2022,1,3,1.67E-13
640225,110000,2022,1,4,0.001356219
647593,110000,2022,1,5,0.000290618
651856,110000,2022,1,6,1.67E-13
658315,110000,2022,1,7,9.69E-05
659965,110000,2022,1,8,0.0005328
668851,110000,2022,1,9,0.03279143
671701,110000,2022,1,10,0.001453091
674724,110000,2022,1,11,0.009202912
679890,110000,2022,1,12,0.03666634
687983,110000,2022,1,13,1.67E-13
690021,110000,2022,1,14,1.67E-13
692974,110000,2022,1,15,1.67E-13
701347,110000,2022,1,16,0.004843638
703020,110000,2022,1,17,1.67E-13
710741,110000,2022,1,18,0.002179637
716560,110000,2022,1,19,0.255211291
717451,110000,2022,1,20,0.306311671
724273,110000,2022,1,21,3.034297066
728233,110000,2022,1,22,0.173935043
735667,110000,2022,1,23,0.017243352
739210,110000,2022,1,24,0.034971067
743867,110000,2022,1,25,0.002324946
750247,110000,2022,1,26,1.67E-13
753616,110000,2022,1,27,1.67E-13
758453,110000,2022,1,28,1.67E-13
762239,110000,2022,1,29,1.67E-13
768183,110000,2022,1,30,1.225149819
772760,110000,2022,1,31,0.004310838
774882,110000,2022,2,1,1.67E-13
779337,110000,2022,2,2,1.67E-13
787260,110000,2022,2,3,1.67E-13
791482,110000,2022,2,4,1.67E-13
795620,110000,2022,2,5,1.67E-13
800755,110000,2022,2,6,1.67E-13
805987,110000,2022,2,7,1.67E-13
809874,110000,2022,2,8,1.67E-13
815594,110000,2022,2,9,0.000774982
818950,110000,2022,2,10,1.67E-13
822938,110000,2022,2,11,0.009299785
829010,110000,2022,2,12,0.724559824
832605,110000,2022,2,13,4.450528434
839201,110000,2022,2,14,0.008476366
842669,110000,2022,2,15,0.006199857
850778,110000,2022,2,16,0.0005328
851112,110000,2022,2,17,0.161050964
860428,110000,2022,2,18,0.005328002
861480,110000,2022,2,19,0.001453091
865445,110000,2022,2,20,1.67E-13
871779,110000,2022,2,21,0.009445094
878596,110000,2022,2,22,1.67E-13
884292,110000,2022,2,23,1.67E-13
884987,110000,2022,2,24,1.67E-13
891332,110000,2022,2,25,1.67E-13
895743,110000,2022,2,26,1.67E-13
900072,110000,2022,2,27,0.005715493
908171,110000,2022,2,28,0.136203102
912677,110000,2022,3,1,1.67E-13
914153,110000,2022,3,2,1.67E-13
922689,110000,2022,3,3,1.67E-13
927449,110000,2022,3,4,0.000242182
927838,110000,2022,3,5,1.67E-13
936540,110000,2022,3,6,0.003971783
941841,110000,2022,3,7,1.67E-13
945231,110000,2022,3,8,1.67E-13
951288,110000,2022,3,9,1.67E-13
952048,110000,2022,3,10,1.67E-13
960651,110000,2022,3,11,3.91709855
963783,110000,2022,3,12,1.266853542
969762,110000,2022,3,13,1.444905656
973297,110000,2022,3,14,0.009202913
976794,110000,2022,3,15,0.020052662
983101,110000,2022,3,16,0.225326043
987111,110000,2022,3,17,4.487097884
990487,110000,2022,3,18,5.531773721
999166,110000,2022,3,19,0.002228074
1000351,110000,2022,3,20,0.010801313
1008567,110000,2022,3,21,0.002470255
1010282,110000,2022,3,22,0.540210954
1016162,110000,2022,3,23,1.019053013
1023214,110000,2022,3,24,0.008282621
1026329,110000,2022,3,25,1.67E-13
1029560,110000,2022,3,26,0.081227811
1035495,110000,2022,3,27,1.67E-13
1040266,110000,2022,3,28,0.946640632
1046581,110000,2022,3,29,4.715378543
1047262,110000,2022,3,30,1.234837093
1056638,110000,2022,3,31,0.001792146
1059317,110000,2022,4,1,0.299482139
1065577,110000,2022,4,2,1.67E-13
1070825,110000,2022,4,3,1.67E-13
1071398,110000,2022,4,4,1.67E-13
1077807,110000,2022,4,5,0.0503254
1084327,110000,2022,4,6,0.000193746
1088260,110000,2022,4,7,1.67E-13
1090373,110000,2022,4,8,0.002179637
1096404,110000,2022,4,9,1.67E-13
1102289,110000,2022,4,10,0.134217212
1106464,110000,2022,4,11,0.168849224
1113959,110000,2022,4,12,0.003826474
1118333,110000,2022,4,13,0.275215515
1121741,110000,2022,4,14,0.005279566
1126633,110000,2022,4,15,1.67E-13
1131393,110000,2022,4,16,1.67E-13
1135613,110000,2022,4,17,0.002373383
1142847,110000,2022,4,18,9.69E-05
1144152,110000,2022,4,19,1.67E-13
1152080,110000,2022,4,20,1.67E-13
1156211,110000,2022,4,21,0.000871855
1161025,110000,2022,4,22,0.00615142
1165294,110000,2022,4,23,1.67E-13
1171501,110000,2022,4,24,0.002373383
1172338,110000,2022,4,25,0.613640504
1180566,110000,2022,4,26,0.033808594
1183304,110000,2022,4,27,9.247425357
1189508,110000,2022,4,28,0.034632012
1192408,110000,2022,4,29,0.207404584
1199560,110000,2022,4,30,1.67E-13
1204154,110000,2022,5,1,0.1769381
1207646,110000,2022,5,2,0.037247577
1212515,110000,2022,5,3,0.000339055
1219426,110000,2022,5,4,1.67E-13
1220794,110000,2022,5,5,0.865412817
1227514,110000,2022,5,6,1.086282699
1229413,110000,2022,5,7,7.226562697
1238551,110000,2022,5,8,0.174177226
1239065,110000,2022,5,9,0.003293674
1245323,110000,2022,5,10,1.359948276
1252258,110000,2022,5,11,0.22271048
1256733,110000,2022,5,12,0.343559246
1260883,110000,2022,5,13,0.057154929
1266255,110000,2022,5,14,0.126903318
1268574,110000,2022,5,15,0.025138482
1272736,110000,2022,5,16,0.016710551
1277573,110000,2022,5,17,0.142160779
1286514,110000,2022,5,18,1.67E-13
1290158,110000,2022,5,19,0.52718157
1295920,110000,2022,5,20,0.091690071
1299526,110000,2022,5,21,0.326267461
1301232,110000,2022,5,22,0.562104195
1307534,110000,2022,5,23,0.020730771
1314632,110000,2022,5,24,0.728531601
1318847,110000,2022,5,25,0.000193746
1324880,110000,2022,5,26,0.024993173
1328285,110000,2022,5,27,1.67E-13
1329850,110000,2022,5,28,0.022765099
1338007,110000,2022,5,29,0.334114155
1342813,110000,2022,5,30,1.67E-13
1345108,110000,2022,5,31,0.131068849
1352461,110000,2022,6,1,1.67E-13
1353759,110000,2022,6,2,0.021263571
1362653,110000,2022,6,3,3.531883973
1363466,110000,2022,6,4,1.267337903
1370453,110000,2022,6,5,0.052892527
1375248,110000,2022,6,6,0.036521032
1378721,110000,2022,6,7,2.338411644
1385910,110000,2022,6,8,0.23743514
1391530,110000,2022,6,9,0.241358487
1393963,110000,2022,6,10,1.470334773
1397365,110000,2022,6,11,21.11235258
1402979,110000,2022,6,12,14.1865315
1408560,110000,2022,6,13,5.458053541
1412497,110000,2022,6,14,3.230076932
1419263,110000,2022,6,15,1.7271929
1424088,110000,2022,6,16,0.263736095
1429053,110000,2022,6,17,0.081324682
1434794,110000,2022,6,18,0.107770947
1438259,110000,2022,6,19,0.099052399
1440887,110000,2022,6,20,0.323458144
1448254,110000,2022,6,21,1.751023621
1451980,110000,2022,6,22,15.81292837
1457627,110000,2022,6,23,0.58835671
1463391,110000,2022,6,24,1.67E-13
1466824,110000,2022,6,25,0.196506397
1472962,110000,2022,6,26,13.49098509
1477342,110000,2022,6,27,13.55424299
1479710,110000,2022,6,28,11.71913403
1486819,110000,2022,6,29,5.067801664
1489056,110000,2022,6,30,7.637109513
1495027,110000,2022,7,1,3.176893769
1497727,110000,2022,7,2,2.760873696
1506706,110000,2022,7,3,22.63650039
1511086,110000,2022,7,4,2.230446877
1515250,110000,2022,7,5,31.32312938
1517265,110000,2022,7,6,4.077132362
1525252,110000,2022,7,7,0.038070996
1527707,110000,2022,7,8,0.118669131
1533691,110000,2022,7,9,16.18782588
1537357,110000,2022,7,10,0.73071124
1541998,110000,2022,7,11,8.759331928
1547351,110000,2022,7,12,1.274119
1551854,110000,2022,7,13,0.03492263
1556755,110000,2022,7,14,1.67E-13
1563926,110000,2022,7,15,1.67E-13
1568398,110000,2022,7,16,0.321714441
1573648,110000,2022,7,17,0.001937455
1574599,110000,2022,7,18,1.67E-13
1579457,110000,2022,7,19,9.69E-05
1583479,110000,2022,7,20,0.320891024
1593030,110000,2022,7,21,0.112808331
1597443,110000,2022,7,22,6.454002362
1599682,110000,2022,7,23,0.066987514
1607310,110000,2022,7,24,0.12031597
1611952,110000,2022,7,25,0.428952585
1615107,110000,2022,7,26,6.94679418
1621344,110000,2022,7,27,48.60217835
1622304,110000,2022,7,28,2.687250378
1630218,110000,2022,7,29,0.103024181
1632281,110000,2022,7,30,0.768733793
1637031,110000,2022,7,31,0.227021316
1643795,110000,2022,8,1,0.002034328
1649647,110000,2022,8,2,0.45384889
1654078,110000,2022,8,3,0.198201671
1656646,110000,2022,8,4,2.339816233
1664709,110000,2022,8,5,0.123512771
1668175,110000,2022,8,6,21.31728704
1673899,110000,2022,8,7,1.246268069
1678245,110000,2022,8,8,9.728689247
1683215,110000,2022,8,9,7.223608007
1686414,110000,2022,8,10,0.002567128
1690885,110000,2022,8,11,0.037731941
1697098,110000,2022,8,12,0.678351518
1701103,110000,2022,8,13,9.550346506
1704959,110000,2022,8,14,15.22055142
1712186,110000,2022,8,15,1.67E-13
1716967,110000,2022,8,16,0.040250633
1719961,110000,2022,8,17,4.557911876
1726561,110000,2022,8,18,43.94274371
1731822,110000,2022,8,19,0.27100155
1732778,110000,2022,8,20,0.296091595
1737504,110000,2022,8,21,29.15569829
1744960,110000,2022,8,22,0.012157532
1748152,110000,2022,8,23,0.22227455
1755449,110000,2022,8,24,0.001356219
1760097,110000,2022,8,25,0.010510695
1762841,110000,2022,8,26,1.67E-13
1766658,110000,2022,8,27,1.67E-13
1771168,110000,2022,8,28,2.737769555
1778953,110000,2022,8,29,0.065146932
1780061,110000,2022,8,30,0.76413233
1785754,110000,2022,8,31,1.67E-13
1790335,110000,2022,9,1,0.000193746
1796244,110000,2022,9,2,0.021796371
1800540,110000,2022,9,3,2.919357548
1807753,110000,2022,9,4,0.150249653
1811416,110000,2022,9,5,0.003438983
1817362,110000,2022,9,6,1.67E-13
1822246,110000,2022,9,7,1.67E-13
1826110,110000,2022,9,8,1.67E-13
1827956,110000,2022,9,9,0.005182693
1833101,110000,2022,9,10,0.284515301
1839591,110000,2022,9,11,0.382308355
1842401,110000,2022,9,12,0.042672452
1850244,110000,2022,9,13,0.04630518
1852098,110000,2022,9,14,0.08524803
1860082,110000,2022,9,15,0.014966842
1864816,110000,2022,9,16,0.019858916
1867694,110000,2022,9,17,0.00963884
1872237,110000,2022,9,18,4.84E-05
1877058,110000,2022,9,19,1.67E-13
1883052,110000,2022,9,20,1.67E-13
1885255,110000,2022,9,21,0.660914419
1891597,110000,2022,9,22,0.029110265
1897890,110000,2022,9,23,1.67E-13
1901958,110000,2022,9,24,1.67E-13
1906961,110000,2022,9,25,1.67E-13
1909778,110000,2022,9,26,0.018841752
1914876,110000,2022,9,27,0.04388336
1921769,110000,2022,9,28,0.132764121
1924276,110000,2022,9,29,0.101958581
1932140,110000,2022,9,30,0.000920291
1937253,110000,2022,10,1,1.281190717
1940400,110000,2022,10,2,2.163459377
1943753,110000,2022,10,3,4.688351053
1948434,110000,2022,10,4,1.67E-13
1953231,110000,2022,10,5,1.67E-13
1957313,110000,2022,10,6,0.051100382
1963086,110000,2022,10,7,0.239081974
1970612,110000,2022,10,8,1.171918228
1975071,110000,2022,10,9,0.0005328
1978825,110000,2022,10,10,1.67E-13
1983785,110000,2022,10,11,1.67E-13
1988350,110000,2022,10,12,1.67E-13
1994460,110000,2022,10,13,0.079532536
1996655,110000,2022,10,14,0.042139651
2001447,110000,2022,10,15,1.67E-13
2008363,110000,2022,10,16,1.67E-13
2014262,110000,2022,10,17,1.67E-13
2014906,110000,2022,10,18,1.67E-13
2023184,110000,2022,10,19,1.67E-13
2025176,110000,2022,10,20,0.016371497
2031081,110000,2022,10,21,0.000193746
2036241,110000,2022,10,22,1.67E-13
2040752,110000,2022,10,23,1.67E-13
2047608,110000,2022,10,24,1.67E-13
2052660,110000,2022,10,25,0.252547286
2054303,110000,2022,10,26,1.828715561
2059521,110000,2022,10,27,0.745581205
2065847,110000,2022,10,28,0.341524917
2069535,110000,2022,10,29,0.511342867
2076090,110000,2022,10,30,0.437961754
2079641,110000,2022,10,31,1.67E-13
2082452,110000,2022,11,1,0.012787204
2087591,110000,2022,11,2,0.688716896
2092966,110000,2022,11,3,0.011334113
2098727,110000,2022,11,4,1.67E-13
2100912,110000,2022,11,5,1.67E-13
2107447,110000,2022,11,6,0.629043274
2112914,110000,2022,11,7,1.67E-13
2116795,110000,2022,11,8,1.67E-13
2124439,110000,2022,11,9,2.064649174
2126686,110000,2022,11,10,0.350195033
2132346,110000,2022,11,11,16.18026973
2134350,110000,2022,11,12,0.014869969
2139416,110000,2022,11,13,1.67E-13
2144019,110000,2022,11,14,1.67E-13
2151779,110000,2022,11,15,1.67E-13
2155803,110000,2022,11,16,1.67E-13
2159810,110000,2022,11,17,1.67E-13
2166050,110000,2022,11,18,0.30282425
2171559,110000,2022,11,19,0.002567128
2175220,110000,2022,11,20,2.019893957
2181523,110000,2022,11,21,1.67E-13
2184568,110000,2022,11,22,0.000678109
2191391,110000,2022,11,23,0.000774982
2193921,110000,2022,11,24,0.020488589
2197106,110000,2022,11,25,0.000968728
2203475,110000,2022,11,26,0.06330635
2207747,110000,2022,11,27,0.888274786
2214250,110000,2022,11,28,0.017679279
2219895,110000,2022,11,29,1.67E-13
2222078,110000,2022,11,30,1.67E-13
2227988,110000,2022,12,1,1.67E-13
2230747,110000,2022,12,2,0.028044664
2236936,110000,2022,12,3,1.67E-13
2240746,110000,2022,12,4,1.67E-13
2246489,110000,2022,12,5,1.67E-13
2250551,110000,2022,12,6,1.67E-13
2254962,110000,2022,12,7,4.84E-05
2259443,110000,2022,12,8,1.67E-13
2267151,110000,2022,12,9,0.023636954
2272056,110000,2022,12,10,1.67E-13
2274321,110000,2022,12,11,0.003051492
2280660,110000,2022,12,12,1.67E-13
2286680,110000,2022,12,13,1.67E-13
2289891,110000,2022,12,14,0.071153043
2294406,110000,2022,12,15,1.67E-13
2299809,110000,2022,12,16,0.003535856
2304771,110000,2022,12,17,0.007507639
2307616,110000,2022,12,18,0.003923347
2313438,110000,2022,12,19,1.67E-13
2319864,110000,2022,12,20,0.000435927
2323182,110000,2022,12,21,0.274101479
2328134,110000,2022,12,22,4.84E-05
2332287,110000,2022,12,23,1.67E-13
2336170,110000,2022,12,24,1.67E-13
2341573,110000,2022,12,25,1.67E-13
2345624,110000,2022,12,26,1.67E-13
2350414,110000,2022,12,27,1.67E-13
2354943,110000,2022,12,28,1.67E-13
2363756,110000,2022,12,29,1.67E-13
2365026,110000,2022,12,30,1.67E-13
2371994,110000,2022,12,31,1.67E-13
1272,120000,2020,1,1,0
3068,120000,2020,1,2,0
3961,120000,2020,1,3,0
5326,120000,2020,1,4,0
8003,120000,2020,1,5,0.002290058
9553,120000,2020,1,6,0.003035658
11160,120000,2020,1,7,0
12624,120000,2020,1,8,0.001011886
15138,120000,2020,1,9,0
15507,120000,2020,1,10,0.020823548
18080,120000,2020,1,11,0.219579255
18986,120000,2020,1,12,0
21133,120000,2020,1,13,0
23661,120000,2020,1,14,0.000532572
24877,120000,2020,1,15,0.0003728
25878,120000,2020,1,16,5.33E-05
28473,120000,2020,1,17,1.015880256
30554,120000,2020,1,18,0
31809,120000,2020,1,19,0
33017,120000,2020,1,20,0.000213029
34925,120000,2020,1,21,0
37357,120000,2020,1,22,0.028439321
38724,120000,2020,1,23,0
40931,120000,2020,1,24,0
41214,120000,2020,1,25,0
42919,120000,2020,1,26,0
44523,120000,2020,1,27,0
46771,120000,2020,1,28,0
49140,120000,2020,1,29,0.01384686
50318,120000,2020,1,30,0.000426057
52522,120000,2020,1,31,2.138541107
54387,120000,2020,2,1,0
55837,120000,2020,2,2,0
57656,120000,2020,2,3,0
59359,120000,2020,2,4,0.0003728
61540,120000,2020,2,5,0.004207315
61843,120000,2020,2,6,0
64331,120000,2020,2,7,0
65079,120000,2020,2,8,0
67050,120000,2020,2,9,0
68588,120000,2020,2,10,0
70240,120000,2020,2,11,0
73042,120000,2020,2,12,0.712474231
73674,120000,2020,2,13,0.013793604
75449,120000,2020,2,14,0
77356,120000,2020,2,15,0
79007,120000,2020,2,16,0.000159771
81808,120000,2020,2,17,0
82178,120000,2020,2,18,0
84106,120000,2020,2,19,5.33E-05
85504,120000,2020,2,20,3.951148363
88753,120000,2020,2,21,2.682669482
89005,120000,2020,2,22,0
92145,120000,2020,2,23,0
92394,120000,2020,2,24,0
94453,120000,2020,2,25,0.029344693
96659,120000,2020,2,26,0
97698,120000,2020,2,27,0
100223,120000,2020,2,28,0
102039,120000,2020,2,29,0.0003728
103646,120000,2020,3,1,0.049103098
105713,120000,2020,3,2,0.913202056
107003,120000,2020,3,3,0.002343315
109170,120000,2020,3,4,0.150078668
110111,120000,2020,3,5,0.072003675
112583,120000,2020,3,6,0
113013,120000,2020,3,7,5.33E-05
114948,120000,2020,3,8,0.058742643
116755,120000,2020,3,9,0.001384686
118770,120000,2020,3,10,0.009266745
121142,120000,2020,3,11,0
121416,120000,2020,3,12,1.628444078
124253,120000,2020,3,13,0.207330109
125514,120000,2020,3,14,0.004846401
127355,120000,2020,3,15,0.169570784
128417,120000,2020,3,16,0.135859005
131451,120000,2020,3,17,0
132691,120000,2020,3,18,0
134465,120000,2020,3,19,0
135353,120000,2020,3,20,0
137603,120000,2020,3,21,0
139224,120000,2020,3,22,1.088256716
141409,120000,2020,3,23,0.042765496
143377,120000,2020,3,24,0
145141,120000,2020,3,25,0
145716,120000,2020,3,26,0
148153,120000,2020,3,27,0.015125033
149253,120000,2020,3,28,0.01272846
151226,120000,2020,3,29,0
153840,120000,2020,3,30,0
154665,120000,2020,3,31,7.341765217
156729,120000,2020,4,1,0.185281643
157351,120000,2020,4,2,0.021995205
159644,120000,2020,4,3,0
162090,120000,2020,4,4,0
162553,120000,2020,4,5,0.20615845
164682,120000,2020,4,6,0.00505943
166020,120000,2020,4,7,0
168353,120000,2020,4,8,0
169330,120000,2020,4,9,0.000159771
171985,120000,2020,4,10,0
174054,120000,2020,4,11,0.021995205
175055,120000,2020,4,12,4.672037274
176273,120000,2020,4,13,0.076690304
179469,120000,2020,4,14,0
179924,120000,2020,4,15,0
182235,120000,2020,4,16,0
183188,120000,2020,4,17,0
185302,120000,2020,4,18,0
187125,120000,2020,4,19,0.000159771
188327,120000,2020,4,20,0
190997,120000,2020,4,21,0.009639545
192227,120000,2020,4,22,0.005698516
194741,120000,2020,4,23,0
196197,120000,2020,4,24,0.071045047
198277,120000,2020,4,25,12.98862141
198534,120000,2020,4,26,4.157892704
202055,120000,2020,4,27,0
202675,120000,2020,4,28,0
203574,120000,2020,4,29,4.71980892
205974,120000,2020,4,30,0
206968,120000,2020,5,1,0.473882172
208914,120000,2020,5,2,0.474947317
210416,120000,2020,5,3,0
212625,120000,2020,5,4,0
214289,120000,2020,5,5,0.000106514
215974,120000,2020,5,6,0
218549,120000,2020,5,7,0
220527,120000,2020,5,8,0
221809,120000,2020,5,9,0
222685,120000,2020,5,10,0.104703569
224137,120000,2020,5,11,0.476065714
227217,120000,2020,5,12,0.032060807
228784,120000,2020,5,13,0
229303,120000,2020,5,14,0.087075451
232550,120000,2020,5,15,6.526983952
232697,120000,2020,5,16,5.531927277
235869,120000,2020,5,17,1.548984378
236567,120000,2020,5,18,0.000266286
238915,120000,2020,5,19,0.19140622
240363,120000,2020,5,20,0.002503086
241953,120000,2020,5,21,0.003781258
244241,120000,2020,5,22,0.007882059
245274,120000,2020,5,23,0
247040,120000,2020,5,24,0
248925,120000,2020,5,25,19.23600559
249736,120000,2020,5,26,0
252854,120000,2020,5,27,0.017521604
253761,120000,2020,5,28,0.151143806
254824,120000,2020,5,29,0.078660817
256913,120000,2020,5,30,0
258988,120000,2020,5,31,0
260646,120000,2020,6,1,0
262359,120000,2020,6,2,0
263484,120000,2020,6,3,0
266666,120000,2020,6,4,0.06779636
267056,120000,2020,6,5,0.18144713
269342,120000,2020,6,6,0.020290976
270386,120000,2020,6,7,0.638659814
272590,120000,2020,6,8,0.227621083
274501,120000,2020,6,9,0.000532572
275742,120000,2020,6,10,0
277929,120000,2020,6,11,0.151356834
278869,120000,2020,6,12,0
280872,120000,2020,6,13,0.000479314
282718,120000,2020,6,14,0.049955213
284930,120000,2020,6,15,2.949647601
286085,120000,2020,6,16,24.09588071
288011,120000,2020,6,17,2.737417816
289043,120000,2020,6,18,11.50072295
290778,120000,2020,6,19,8.971647275
292783,120000,2020,6,20,10.79277586
295441,120000,2020,6,21,12.68745224
297120,120000,2020,6,22,15.33747514
298454,120000,2020,6,23,30.86454565
300777,120000,2020,6,24,18.65257317
301713,120000,2020,6,25,0.963421958
304268,120000,2020,6,26,1.037076588
305010,120000,2020,6,27,0.120361172
307546,120000,2020,6,28,26.84506829
307883,120000,2020,6,29,5.576397032
310156,120000,2020,6,30,21.16396795
311692,120000,2020,7,1,0.054535327
314053,120000,2020,7,2,0.000213029
315853,120000,2020,7,3,0.004367087
317660,120000,2020,7,4,9.19378279
319643,120000,2020,7,5,0.062151101
319940,120000,2020,7,6,0
323040,120000,2020,7,7,2.437846343
323288,120000,2020,7,8,11.91394529
325897,120000,2020,7,9,2.635643386
326727,120000,2020,7,10,1.080534428
328590,120000,2020,7,11,10.97166644
330219,120000,2020,7,12,2.139552975
332050,120000,2020,7,13,0.01741509
334475,120000,2020,7,14,0.625079239
336278,120000,2020,7,15,0.869689363
337284,120000,2020,7,16,1.089268606
340284,120000,2020,7,17,38.78196756
341165,120000,2020,7,18,2.152654252
342425,120000,2020,7,19,4.433338665
345184,120000,2020,7,20,11.00463259
345717,120000,2020,7,21,1.392727879
347961,120000,2020,7,22,1.590045647
349303,120000,2020,7,23,27.25184624
351564,120000,2020,7,24,0.104330769
353553,120000,2020,7,25,0
354799,120000,2020,7,26,30.99598465
356818,120000,2020,7,27,0.037120237
358025,120000,2020,7,28,34.19189316
360616,120000,2020,7,29,12.02780918
361188,120000,2020,7,30,0.461366747
364041,120000,2020,7,31,0.000106514
365264,120000,2020,8,1,5.33E-05
366717,120000,2020,8,2,10.78984654
368942,120000,2020,8,3,5.610747871
369569,120000,2020,8,4,0
372097,120000,2020,8,5,0
373820,120000,2020,8,6,0.000106514
374801,120000,2020,8,7,1.948359794
377122,120000,2020,8,8,4.532929583
379258,120000,2020,8,9,2.265612695
379868,120000,2020,8,10,1.858248692
382035,120000,2020,8,11,1.336062275
384053,120000,2020,8,12,33.82511149
385137,120000,2020,8,13,4.918617921
386940,120000,2020,8,14,0.325241453
388289,120000,2020,8,15,1.115524373
390711,120000,2020,8,16,0.404594612
393088,120000,2020,8,17,0
394625,120000,2020,8,18,0.033498752
395388,120000,2020,8,19,0.001864001
398009,120000,2020,8,20,0.321566706
399541,120000,2020,8,21,0.393250838
401813,120000,2020,8,22,1.004483211
402439,120000,2020,8,23,0.286257216
405227,120000,2020,8,24,1.310019528
406807,120000,2020,8,25,19.94650915
408183,120000,2020,8,26,1.036331004
409064,120000,2020,8,27,12.8316726
411208,120000,2020,8,28,0.032380351
413743,120000,2020,8,29,0.055440699
414389,120000,2020,8,30,0.000159771
416064,120000,2020,8,31,0.597438776
418749,120000,2020,9,1,0.151516607
420308,120000,2020,9,2,2.552189428
421387,120000,2020,9,3,4.608980782
423776,120000,2020,9,4,0.200087136
425582,120000,2020,9,5,0.245728518
427063,120000,2020,9,6,19.76969555
429184,120000,2020,9,7,0
429751,120000,2020,9,8,0
431428,120000,2020,9,9,0.053416926
432771,120000,2020,9,10,0.073335105
434367,120000,2020,9,11,0.01049166
437209,120000,2020,9,12,0
438363,120000,2020,9,13,0
440902,120000,2020,9,14,67.17245179
441237,120000,2020,9,15,2.546064862
442916,120000,2020,9,16,13.54180346
444936,120000,2020,9,17,4.865893362
447190,120000,2020,9,18,0
449592,120000,2020,9,19,0.03728001
450093,120000,2020,9,20,0.000266286
453148,120000,2020,9,21,0
453419,120000,2020,9,22,0
455069,120000,2020,9,23,0
456933,120000,2020,9,24,0
459318,120000,2020,9,25,0.000319543
460709,120000,2020,9,26,0.000319543
462400,120000,2020,9,27,0.000798857
463540,120000,2020,9,28,5.537040022
466362,120000,2020,9,29,3.556938917
468297,120000,2020,9,30,5.846464139
469506,120000,2020,10,1,0
470646,120000,2020,10,2,0
472860,120000,2020,10,3,0
474974,120000,2020,10,4,0
476692,120000,2020,10,5,0
478167,120000,2020,10,6,0
479061,120000,2020,10,7,0
482211,120000,2020,10,8,0
483364,120000,2020,10,9,0.000319543
484730,120000,2020,10,10,0.250787949
486674,120000,2020,10,11,0.15433924
488594,120000,2020,10,12,0
489289,120000,2020,10,13,0
491468,120000,2020,10,14,0
494022,120000,2020,10,15,0
495286,120000,2020,10,16,0
496073,120000,2020,10,17,0.552809277
498414,120000,2020,10,18,0.020504005
500837,120000,2020,10,19,0
502339,120000,2020,10,20,1.430007907
502946,120000,2020,10,21,0
504464,120000,2020,10,22,0
506765,120000,2020,10,23,0.042392697
508087,120000,2020,10,24,0.120361172
510948,120000,2020,10,25,2.168684653
512181,120000,2020,10,26,0
514119,120000,2020,10,27,0
515811,120000,2020,10,28,0
517822,120000,2020,10,29,0
519146,120000,2020,10,30,3.856031161
520125,120000,2020,10,31,9.69424031
522948,120000,2020,11,1,0.01592389
524573,120000,2020,11,2,0
525740,120000,2020,11,3,0
527033,120000,2020,11,4,0.494066636
528519,120000,2020,11,5,0
530640,120000,2020,11,6,0
532356,120000,2020,11,7,0.000692343
535182,120000,2020,11,8,3.068038225
535260,120000,2020,11,9,3.671122284
537455,120000,2020,11,10,0
538957,120000,2020,11,11,0.023805949
541384,120000,2020,11,12,0
543763,120000,2020,11,13,0
545182,120000,2020,11,14,0
546443,120000,2020,11,15,0
548234,120000,2020,11,16,0
550081,120000,2020,11,17,0
551335,120000,2020,11,18,0
553977,120000,2020,11,19,0
554289,120000,2020,11,20,0
555880,120000,2020,11,21,0
558702,120000,2020,11,22,0
559239,120000,2020,11,23,0
561485,120000,2020,11,24,0.177825645
563486,120000,2020,11,25,0.150664496
564852,120000,2020,11,26,0
567545,120000,2020,11,27,0
568981,120000,2020,11,28,0.003355201
569636,120000,2020,11,29,0.064068358
572168,120000,2020,11,30,0.001384686
574014,120000,2020,12,1,0.001650972
575973,120000,2020,12,2,0.319596193
576402,120000,2020,12,3,0.463070974
579449,120000,2020,12,4,0
579827,120000,2020,12,5,0
582473,120000,2020,12,6,0
583520,120000,2020,12,7,0
584983,120000,2020,12,8,0
587933,120000,2020,12,9,0
588462,120000,2020,12,10,0
591265,120000,2020,12,11,0
592119,120000,2020,12,12,0
594919,120000,2020,12,13,0.184962102
596286,120000,2020,12,14,0.106088254
598132,120000,2020,12,15,0.000585829
598861,120000,2020,12,16,1.514899813
600831,120000,2020,12,17,0.020024691
