"","citycode","Year","Month","Day","Pre","p1"
"2989",110000,2008,3,8,0.029380087,0
"2990",110000,2008,3,9,0.029058744,0
"2991",110000,2008,3,10,0.00280029,0
"2992",110000,2008,3,11,0.006335082,0
"2993",110000,2008,3,12,0.033098505,0
"2994",110000,2008,3,13,0.020244717,0
"2995",110000,2008,3,14,0.034154352,0
"2996",110000,2008,3,15,0.000000000000167,0
"2997",110000,2008,3,16,0.789727582,0
"2998",110000,2008,3,17,0.55574273,0
"2999",110000,2008,3,18,0.266532487,0
"3000",110000,2008,3,19,0.364863969,0
"3001",110000,2008,3,20,4.423126328,0
"3002",110000,2008,3,21,0.842244491,0
"3003",110000,2008,3,22,1.18787368,0
"3004",110000,2008,3,23,0.005003796,0
"3005",110000,2008,3,24,0.0000459,0
"3006",110000,2008,3,25,0.004315202,0
"3007",110000,2008,3,26,0.000000000000167,0
"3008",110000,2008,3,27,0.061606372,0
"3009",110000,2008,3,28,7.263216768,0
"3010",110000,2008,3,29,0.553906473,0
"3011",110000,2008,3,30,0.008676307,0
"3012",110000,2008,3,31,0.563041843,0
"3013",110000,2008,4,1,0.765305382,0
"3014",110000,2008,4,2,0.054674507,0
"3015",110000,2008,4,3,0.001193566,0
"3016",110000,2008,4,4,0.000000000000167,0
"3017",110000,2008,4,5,0.301099996,0
"3018",110000,2008,4,6,0.704066255,0
"3019",110000,2008,4,7,0.001101753,0
"3020",110000,2008,4,8,3.92315986,0
"3021",110000,2008,4,9,0.03557745,0
"3022",110000,2008,4,10,6.461645425,0
"3023",110000,2008,4,11,0.659445247,0
"3024",110000,2008,4,12,1.029358915,0
"3025",110000,2008,4,13,0.002295319,0
"3026",110000,2008,4,14,0.012761976,0
"3027",110000,2008,4,15,0.257075773,0
"3028",110000,2008,4,16,0.22810884,0
"3029",110000,2008,4,17,0.01322104,0
"3030",110000,2008,4,18,0.000000000000167,0
"3031",110000,2008,4,19,0.254550919,0
"3032",110000,2008,4,20,31.60209492,0
"3033",110000,2008,4,21,6.161601248,0
"3034",110000,2008,4,22,0.127757477,0
"3035",110000,2008,4,23,0.017628053,0
"3036",110000,2008,4,24,0.672115426,0
"3037",110000,2008,4,25,0.275025171,0
"3038",110000,2008,4,26,0.0143687,0
"3039",110000,2008,4,27,0.140198108,0
"3040",110000,2008,4,28,0.033741195,0
"3041",110000,2008,4,29,0.001377192,0
"3042",110000,2008,4,30,0.000000000000167,0
"3043",110000,2008,5,1,0.576400605,0
"3044",110000,2008,5,2,0.004177481,0
"3045",110000,2008,5,3,22.83672933,0
"3046",110000,2008,5,4,0.144146058,0
"3047",110000,2008,5,5,0.000000000000167,0
"3048",110000,2008,5,6,0.025386232,0
"3049",110000,2008,5,7,0.036266046,0
"3050",110000,2008,5,8,0.079418052,0
"3051",110000,2008,5,9,6.177897957,0
"3052",110000,2008,5,10,1.452845369,0
"3053",110000,2008,5,11,9.181231588,0
"3054",110000,2008,5,12,1.544612236,0
"3055",110000,2008,5,13,0.497212082,0
"3056",110000,2008,5,14,0.565566693,0
"3057",110000,2008,5,15,0.399523293,0
"3058",110000,2008,5,16,0.593936844,0
"3059",110000,2008,5,17,1.775613139,0
"3060",110000,2008,5,18,0.038974523,0
"3061",110000,2008,5,19,0.006840052,0
"3062",110000,2008,5,20,0.016159048,0
"3063",110000,2008,5,21,0.000000000000167,0
"3064",110000,2008,5,22,0.002019881,0
"3065",110000,2008,5,23,0.305736544,0
"3066",110000,2008,5,24,0.000000000000167,0
"3067",110000,2008,5,25,0.021162845,0
"3068",110000,2008,5,26,0.445705113,0
"3069",110000,2008,5,27,0.000000000000167,0
"3070",110000,2008,5,28,0.000459064,0
"3071",110000,2008,5,29,0.000000000000167,0
"3072",110000,2008,5,30,0.017719865,0
"3073",110000,2008,5,31,0.039571305,0
"3074",110000,2008,6,1,1.835934145,0
"3075",110000,2008,6,2,3.829419048,0
"3076",110000,2008,6,3,2.582647485,0
"3077",110000,2008,6,4,1.66130626,0
"3078",110000,2008,6,5,0.155622656,0
"3079",110000,2008,6,6,0.12096333,0
"3080",110000,2008,6,7,0.400487326,0
"3081",110000,2008,6,8,0.006794145,0
"3082",110000,2008,6,9,0.000000000000167,0
"3083",110000,2008,6,10,0.34535375,0
"3084",110000,2008,6,11,0.094704878,0
"3085",110000,2008,6,12,1.010078261,0
"3086",110000,2008,6,13,13.04117847,1
"3087",110000,2008,6,14,12.66777581,1
"3088",110000,2008,6,15,0.011063439,0
"3089",110000,2008,6,16,3.833045622,0
"3090",110000,2008,6,17,1.672323791,0
"3091",110000,2008,6,18,0.048431239,0
"3092",110000,2008,6,19,0.397687032,0
"3093",110000,2008,6,20,5.359754352,0
"3094",110000,2008,6,21,0.000872221,0
"3095",110000,2008,6,22,1.738566687,0
"3096",110000,2008,6,23,20.4083274,0
"3097",110000,2008,6,24,1.010399582,0
"3098",110000,2008,6,25,6.165503248,0
"3099",110000,2008,6,26,3.882899977,0
"3100",110000,2008,6,27,25.46330905,1
"3101",110000,2008,6,28,17.57631632,1
"3102",110000,2008,6,29,12.78759141,1
"3103",110000,2008,6,30,14.25907483,1
"3104",110000,2008,7,1,3.951025023,0
"3105",110000,2008,7,2,0.817271403,0
"3106",110000,2008,7,3,0.085156349,0
"3107",110000,2008,7,4,17.28421398,0
"3108",110000,2008,7,5,6.589770093,0
"3109",110000,2008,7,6,0.01308332,0
"3110",110000,2008,7,7,0.959168067,0
"3111",110000,2008,7,8,4.999986018,0
"3112",110000,2008,7,9,0.405858372,0
"3113",110000,2008,7,10,0.14754313,0
"3114",110000,2008,7,11,3.95850776,0
"3115",110000,2008,7,12,0.0000918,0
"3116",110000,2008,7,13,0.013863729,0
"3117",110000,2008,7,14,28.27305536,0
"3118",110000,2008,7,15,0.212500669,0
"3119",110000,2008,7,16,0.301696775,0
"3120",110000,2008,7,17,0.010374844,0
"3121",110000,2008,7,18,4.176425388,0
"3122",110000,2008,7,19,0.616798219,0
"3123",110000,2008,7,20,0.186701277,0
"3124",110000,2008,7,21,0.219891596,0
"3125",110000,2008,7,22,0.01423098,0
"3126",110000,2008,7,23,0.000000000000167,0
"3127",110000,2008,7,24,0.000596783,0
"3128",110000,2008,7,25,0.003213447,0
"3129",110000,2008,7,26,0.005876018,0
"3130",110000,2008,7,27,0.08589085,0
"3131",110000,2008,7,28,4.200709907,0
"3132",110000,2008,7,29,2.080982432,0
"3133",110000,2008,7,30,8.534135176,0
"3134",110000,2008,7,31,4.44768627,0
"3135",110000,2008,8,1,0.126472098,0
"3136",110000,2008,8,2,0.072073028,0
"3137",110000,2008,8,3,0.000000000000167,0
"3138",110000,2008,8,4,0.031537687,0
"3139",110000,2008,8,5,0.00266257,0
"3140",110000,2008,8,6,0.188675252,0
"3141",110000,2008,8,7,4.246203168,0
"3142",110000,2008,8,8,7.670498281,0
"3143",110000,2008,8,9,9.21511049,0
"3144",110000,2008,8,10,25.81692618,1
"3145",110000,2008,8,11,21.18194173,1
"3146",110000,2008,8,12,1.926415623,0
"3147",110000,2008,8,13,5.614810218,0
"3148",110000,2008,8,14,9.577633235,0
"3149",110000,2008,8,15,0.042968379,0
"3150",110000,2008,8,16,0.019785653,0
"3151",110000,2008,8,17,2.164623888,0
"3152",110000,2008,8,18,3.342719499,0
"3153",110000,2008,8,19,0.40259902,0
"3154",110000,2008,8,20,5.572989497,0
"3155",110000,2008,8,21,12.05203336,0
"3156",110000,2008,8,22,0.001836256,0
"3157",110000,2008,8,23,0.213005637,0
"3158",110000,2008,8,24,0.508505051,0
"3159",110000,2008,8,25,2.702141784,0
"3160",110000,2008,8,26,11.10154163,0
"3161",110000,2008,8,27,0.730095186,0
"3162",110000,2008,8,28,0.270755873,0
"3163",110000,2008,8,29,4.846199603,0
"3164",110000,2008,8,30,7.213500182,0
"3165",110000,2008,8,31,0.019556121,0
"3166",110000,2008,9,1,0.000000000000167,0
"3167",110000,2008,9,2,0.000826315,0
"3168",110000,2008,9,3,0.577089201,0
"3169",110000,2008,9,4,3.457301867,0
"3170",110000,2008,9,5,0.088782952,0
"3171",110000,2008,9,6,3.623758436,0
"3172",110000,2008,9,7,6.239091193,0
"3173",110000,2008,9,8,4.423906755,0
"3174",110000,2008,9,9,11.85385555,0
"3175",110000,2008,9,10,0.000596783,0
"3176",110000,2008,9,11,0.000000000000167,0
"3177",110000,2008,9,12,0.005187422,0
"3178",110000,2008,9,13,0.025478045,0
"3179",110000,2008,9,14,0.145890497,0
"3180",110000,2008,9,15,0.001790349,0
"3181",110000,2008,9,16,8.761325775,0
"3182",110000,2008,9,17,0.158468849,0
"3183",110000,2008,9,18,0.497854775,0
"3184",110000,2008,9,19,0.354580937,0
"3185",110000,2008,9,20,0.000550877,0
"3186",110000,2008,9,21,18.00682648,0
"3187",110000,2008,9,22,0.002616664,0
"3188",110000,2008,9,23,4.143785994,0
"3189",110000,2008,9,24,7.722418479,0
"3190",110000,2008,9,25,0.000000000000167,0
"3191",110000,2008,9,26,0.000000000000167,0
"3192",110000,2008,9,27,0.000000000000167,0
"3193",110000,2008,9,28,0.0000459,0
"3194",110000,2008,9,29,0.000000000000167,0
"3195",110000,2008,9,30,0.001331285,0
"3196",110000,2008,10,1,0.01042075,0
"3197",110000,2008,10,2,0.124957187,0
"3198",110000,2008,10,3,0.142585241,0
"3199",110000,2008,10,4,10.66768028,0
"3200",110000,2008,10,5,2.287515299,0
"3201",110000,2008,10,6,0.048982116,0
"3202",110000,2008,10,7,0.274474293,0
"3203",110000,2008,10,8,0.000000000000167,0
"3204",110000,2008,10,9,1.912001033,0
"3205",110000,2008,10,10,0.000000000000167,0
"3206",110000,2008,10,11,0.000000000000167,0
"3207",110000,2008,10,12,0.000000000000167,0
"3208",110000,2008,10,13,0.32767979,0
"3209",110000,2008,10,14,0.000000000000167,0
"3210",110000,2008,10,15,0.06302947,0
"3211",110000,2008,10,16,0.017352615,0
"3212",110000,2008,10,17,0.102738496,0
"3213",110000,2008,10,18,0.31523916,0
"3214",110000,2008,10,19,0.000000000000167,0
"3215",110000,2008,10,20,0.593753222,0
"3216",110000,2008,10,21,1.35644194,0
"3217",110000,2008,10,22,9.245867755,0
"3218",110000,2008,10,23,0.000000000000167,0
"3219",110000,2008,10,24,0.000000000000167,0
"3220",110000,2008,10,25,0.000000000000167,0
"3221",110000,2008,10,26,0.000000000000167,0
"3222",110000,2008,10,27,0.000000000000167,0
"3223",110000,2008,10,28,0.7698042,0
"3224",110000,2008,10,29,1.409922877,0
"3225",110000,2008,10,30,0.129593731,0
"3226",110000,2008,10,31,0.000000000000167,0
"3227",110000,2008,11,1,0.000000000000167,0
"3228",110000,2008,11,2,0.000000000000167,0
"3229",110000,2008,11,3,0.000000000000167,0
"3230",110000,2008,11,4,0.000000000000167,0
"3231",110000,2008,11,5,0.000000000000167,0
"3232",110000,2008,11,6,0.000000000000167,0
"3233",110000,2008,11,7,0.001239472,0
"3234",110000,2008,11,8,0.708565084,0
"3235",110000,2008,11,9,0.000000000000167,0
"3236",110000,2008,11,10,0.000000000000167,0
"3237",110000,2008,11,11,0.003213447,0
"3238",110000,2008,11,12,0.694701359,0
"3239",110000,2008,11,13,0.0000459,0
"3240",110000,2008,11,14,0.000000000000167,0
"3241",110000,2008,11,15,0.000000000000167,0
"3242",110000,2008,11,16,0.000000000000167,0
"3243",110000,2008,11,17,0.001239472,0
"3244",110000,2008,11,18,0.008814026,0
"3245",110000,2008,11,19,0.000000000000167,0
"3246",110000,2008,11,20,0.000000000000167,0
"3247",110000,2008,11,21,0.000000000000167,0
"3248",110000,2008,11,22,0.000000000000167,0
"3249",110000,2008,11,23,0.044161945,0
"3250",110000,2008,11,24,0.028278335,0
"3251",110000,2008,11,25,0.0000918,0
"3252",110000,2008,11,26,0.011430691,0
"3253",110000,2008,11,27,0.000000000000167,0
"3254",110000,2008,11,28,0.000000000000167,0
"3255",110000,2008,11,29,0.000000000000167,0
"3256",110000,2008,11,30,0.000000000000167,0
"3257",110000,2008,12,1,0.000000000000167,0
"3258",110000,2008,12,2,0.000459064,0
"3259",110000,2008,12,3,0.016526299,0
"3260",110000,2008,12,4,0.000000000000167,0
"3261",110000,2008,12,5,0.000000000000167,0
"3262",110000,2008,12,6,0.000000000000167,0
"3263",110000,2008,12,7,0.000000000000167,0
"3264",110000,2008,12,8,0.005325141,0
"3265",110000,2008,12,9,0.741158631,0
"3266",110000,2008,12,10,1.736271384,0
"3267",110000,2008,12,11,0.000000000000167,0
"3268",110000,2008,12,12,0.044299664,0
"3269",110000,2008,12,13,0.000367251,0
"3270",110000,2008,12,14,0.000000000000167,0
"3271",110000,2008,12,15,0.000000000000167,0
"3272",110000,2008,12,16,0.000000000000167,0
"3273",110000,2008,12,17,0.000000000000167,0
"3274",110000,2008,12,18,0.000000000000167,0
"3275",110000,2008,12,19,0.000000000000167,0
"3276",110000,2008,12,20,0.857393589,0
"3277",110000,2008,12,21,0.024559917,0
"3278",110000,2008,12,22,0.000000000000167,0
"3279",110000,2008,12,23,0.000000000000167,0
"3280",110000,2008,12,24,0.000000000000167,0
"3281",110000,2008,12,25,0.000000000000167,0
"3282",110000,2008,12,26,0.052700533,0
"3283",110000,2008,12,27,0.000137719,0
"3284",110000,2008,12,28,0.095852536,0
"3285",110000,2008,12,29,0.0000459,0
"3286",110000,2008,12,30,0.000000000000167,0
"3287",110000,2008,12,31,0.000000000000167,0
"3288",110000,2009,1,1,0,0
"3289",110000,2009,1,2,0,0
"3290",110000,2009,1,3,0,0
"3291",110000,2009,1,4,0.000328966,0
"3292",110000,2009,1,5,0.007660207,0
"3293",110000,2009,1,6,0,0
"3294",110000,2009,1,7,0,0
"3295",110000,2009,1,8,0.000140985,0
"3296",110000,2009,1,9,0,0
"3297",110000,2009,1,10,0,0
"3298",110000,2009,1,11,0,0
"3299",110000,2009,1,12,0,0
"3300",110000,2009,1,13,0,0
"3301",110000,2009,1,14,0,0
"3302",110000,2009,1,15,0,0
"3303",110000,2009,1,16,0.032802605,0
"3304",110000,2009,1,17,0.071902558,0
"3305",110000,2009,1,18,0,0
"3306",110000,2009,1,19,0,0
"3307",110000,2009,1,20,0,0
"3308",110000,2009,1,21,0.220172213,0
"3309",110000,2009,1,22,0.000187981,0
"3310",110000,2009,1,23,0,0
"3311",110000,2009,1,24,0,0
"3312",110000,2009,1,25,0,0
"3313",110000,2009,1,26,0,0
"3314",110000,2009,1,27,0,0
"3315",110000,2009,1,28,0,0
"3316",110000,2009,1,29,0,0
"3317",110000,2009,1,30,0.000751922,0
"3318",110000,2009,1,31,0.002537737,0
"3319",110000,2009,2,1,0,0
"3320",110000,2009,2,2,0,0
"3321",110000,2009,2,3,0,0
"3322",110000,2009,2,4,0.219937238,0
"3323",110000,2009,2,5,0,0
"3324",110000,2009,2,6,0,0
"3325",110000,2009,2,7,0,0
"3326",110000,2009,2,8,0.000187981,0
"3327",110000,2009,2,9,0,0
"3328",110000,2009,2,10,0,0
"3329",110000,2009,2,11,0.002537737,0
"3330",110000,2009,2,12,9.099527279,0
"3331",110000,2009,2,13,0.015649381,0
"3332",110000,2009,2,14,0.020865841,0
"3333",110000,2009,2,15,0.000187981,0
"3334",110000,2009,2,16,0.022181704,0
"3335",110000,2009,2,17,1.66936123,0
"3336",110000,2009,2,18,3.857454777,0
"3337",110000,2009,2,19,0.082664444,0
"3338",110000,2009,2,20,0,0
"3339",110000,2009,2,21,0,0
"3340",110000,2009,2,22,0.000187981,0
"3341",110000,2009,2,23,0.045444297,0
"3342",110000,2009,2,24,0.000798917,0
"3343",110000,2009,2,25,0,0
"3344",110000,2009,2,26,0,0
"3345",110000,2009,2,27,0,0
"3346",110000,2009,2,28,0,0
"3347",110000,2009,3,1,0,0
"3348",110000,2009,3,2,0.01198376,0
"3349",110000,2009,3,3,0.404111181,0
"3350",110000,2009,3,4,2.948427888,0
"3351",110000,2009,3,5,0.010667896,0
"3352",110000,2009,3,6,0,0
"3353",110000,2009,3,7,0,0
"3354",110000,2009,3,8,0,0
"3355",110000,2009,3,9,0.000657932,0
"3356",110000,2009,3,10,0.000469951,0
"3357",110000,2009,3,11,2.861251856,0
"3358",110000,2009,3,12,0.290805902,0
"3359",110000,2009,3,13,0,0
"3360",110000,2009,3,14,0.002819708,0
"3361",110000,2009,3,15,0.017717166,0
"3362",110000,2009,3,16,0.053198495,0
"3363",110000,2009,3,17,0,0
"3364",110000,2009,3,18,0.002161776,0
"3365",110000,2009,3,19,0,0
"3366",110000,2009,3,20,0.951933477,0
"3367",110000,2009,3,21,0.069740782,0
"3368",110000,2009,3,22,0,0
"3369",110000,2009,3,23,1.228358862,0
"3370",110000,2009,3,24,0.001785815,0
"3371",110000,2009,3,25,0,0
"3372",110000,2009,3,26,0,0
"3373",110000,2009,3,27,0.00155084,0
"3374",110000,2009,3,28,0.183187041,0
"3375",110000,2009,3,29,2.058433948,0
"3376",110000,2009,3,30,1.450034934,0
"3377",110000,2009,3,31,0.060623725,0
"3378",110000,2009,4,1,0,0
"3379",110000,2009,4,2,0,0
"3380",110000,2009,4,3,0.02434348,0
"3381",110000,2009,4,4,0.046525184,0
"3382",110000,2009,4,5,0.008647105,0
"3383",110000,2009,4,6,0,0
"3384",110000,2009,4,7,0,0
"3385",110000,2009,4,8,0,0
"3386",110000,2009,4,9,0,0
"3387",110000,2009,4,10,0.601725723,0
"3388",110000,2009,4,11,0.138776638,0
"3389",110000,2009,4,12,0.100710577,0
"3390",110000,2009,4,13,0.105786053,0
"3391",110000,2009,4,14,5.038818448,0
"3392",110000,2009,4,15,0.003148674,0
"3393",110000,2009,4,16,0,0
"3394",110000,2009,4,17,0,0
"3395",110000,2009,4,18,4.156296831,0
"3396",110000,2009,4,19,1.772045611,0
"3397",110000,2009,4,20,1.562400297,0
"3398",110000,2009,4,21,0,0
"3399",110000,2009,4,22,2.680696556,0
"3400",110000,2009,4,23,14.29704848,0
"3401",110000,2009,4,24,0.119978585,0
"3402",110000,2009,4,25,0,0
"3403",110000,2009,4,26,0.002772713,0
"3404",110000,2009,4,27,0.000610937,0
"3405",110000,2009,4,28,0.000281971,0
"3406",110000,2009,4,29,0.542934813,0
"3407",110000,2009,4,30,0.021335792,0
"3408",110000,2009,5,1,1.867257753,0
"3409",110000,2009,5,2,0.022557665,0
"3410",110000,2009,5,3,0.004464538,0
"3411",110000,2009,5,4,0.000516947,0
"3412",110000,2009,5,5,0.000751922,0
"3413",110000,2009,5,6,0,0
"3414",110000,2009,5,7,0,0
"3415",110000,2009,5,8,4.457770638,0
"3416",110000,2009,5,9,0.052258592,0
"3417",110000,2009,5,10,0,0
"3418",110000,2009,5,11,0,0
"3419",110000,2009,5,12,0,0
"3420",110000,2009,5,13,0.003242664,0
"3421",110000,2009,5,14,1.576733823,0
"3422",110000,2009,5,15,0.252645854,0
"3423",110000,2009,5,16,0.174868904,0
"3424",110000,2009,5,17,0,0
"3425",110000,2009,5,18,0,0
"3426",110000,2009,5,19,0.000047,0
"3427",110000,2009,5,20,0.021852738,0
"3428",110000,2009,5,21,7.91543786,0
"3429",110000,2009,5,22,0,0
"3430",110000,2009,5,23,0.002725718,0
"3431",110000,2009,5,24,0.007331241,0
"3432",110000,2009,5,25,0.057991998,0
"3433",110000,2009,5,26,0,0
"3434",110000,2009,5,27,0.050801742,0
"3435",110000,2009,5,28,1.625561774,0
"3436",110000,2009,5,29,0.01893904,0
"3437",110000,2009,5,30,0,0
"3438",110000,2009,5,31,0,0
"3439",110000,2009,6,1,0.023591559,0
"3440",110000,2009,6,2,0.1323853,0
"3441",110000,2009,6,3,0,0
"3442",110000,2009,6,4,0.220830146,0
"3443",110000,2009,6,5,0.52545262,0
"3444",110000,2009,6,6,7.380586083,0
"3445",110000,2009,6,7,2.237579421,0
"3446",110000,2009,6,8,25.57038267,0
"3447",110000,2009,6,9,0.103530286,0
"3448",110000,2009,6,10,0.001597835,0
"3449",110000,2009,6,11,0.089102777,0
"3450",110000,2009,6,12,0.069975758,0
"3451",110000,2009,6,13,2.760635303,0
"3452",110000,2009,6,14,0.767477569,0
"3453",110000,2009,6,15,0.868658095,0
"3454",110000,2009,6,16,9.630102345,0
"3455",110000,2009,6,17,0.125289033,0
"3456",110000,2009,6,18,23.26470727,0
"3457",110000,2009,6,19,0.425446962,0
"3458",110000,2009,6,20,0,0
"3459",110000,2009,6,21,0.051647655,0
"3460",110000,2009,6,22,0,0
"3461",110000,2009,6,23,0.100757576,0
"3462",110000,2009,6,24,0.04859297,0
"3463",110000,2009,6,25,0.00164483,0
"3464",110000,2009,6,26,0.114480153,0
"3465",110000,2009,6,27,2.427768751,0
"3466",110000,2009,6,28,0.00512247,0
"3467",110000,2009,6,29,0.008083163,0
"3468",110000,2009,6,30,0.014850463,0
"3469",110000,2009,7,1,0.038630002,0
"3470",110000,2009,7,2,0.000328966,0
"3471",110000,2009,7,3,0.020959831,0
"3472",110000,2009,7,4,0.045538287,0
"3473",110000,2009,7,5,6.624246417,0
"3474",110000,2009,7,6,1.938549365,0
"3475",110000,2009,7,7,0.103953241,0
"3476",110000,2009,7,8,4.004455511,0
"3477",110000,2009,7,9,0,0
"3478",110000,2009,7,10,0.249967132,0
"3479",110000,2009,7,11,2.680978521,0
"3480",110000,2009,7,12,0.542746827,0
"3481",110000,2009,7,13,11.23888683,0
"3482",110000,2009,7,14,0.054749333,0
"3483",110000,2009,7,15,0.001926801,0
"3484",110000,2009,7,16,4.798109403,0
"3485",110000,2009,7,17,28.62948403,0
"3486",110000,2009,7,18,0.093285345,0
"3487",110000,2009,7,19,17.80537606,0
"3488",110000,2009,7,20,0.248369291,0
"3489",110000,2009,7,21,3.625533781,0
"3490",110000,2009,7,22,10.41713,1
"3491",110000,2009,7,23,25.96147596,1
"3492",110000,2009,7,24,14.49969128,1
"3493",110000,2009,7,25,0.450119415,0
"3494",110000,2009,7,26,0.220360195,0
"3495",110000,2009,7,27,0.367313985,0
"3496",110000,2009,7,28,0.849531081,0
"3497",110000,2009,7,29,4.284781576,0
"3498",110000,2009,7,30,5.172002759,0
"3499",110000,2009,7,31,1.242175457,0
"3500",110000,2009,8,1,9.483336506,0
"3501",110000,2009,8,2,0.397061908,0
"3502",110000,2009,8,3,0.843515704,0
"3503",110000,2009,8,4,2.716365841,0
"3504",110000,2009,8,5,13.1288432,1
"3505",110000,2009,8,6,12.91022186,1
"3506",110000,2009,8,7,3.039974357,0
"3507",110000,2009,8,8,1.239073753,0
"3508",110000,2009,8,9,8.476935663,0
"3509",110000,2009,8,10,0.020348894,0
"3510",110000,2009,8,11,0,0
"3511",110000,2009,8,12,0,0
"3512",110000,2009,8,13,0.000234976,0
"3513",110000,2009,8,14,0.035246352,0
"3514",110000,2009,8,15,0.504304815,0
"3515",110000,2009,8,16,29.30226639,1
"3516",110000,2009,8,17,10.77527968,1
"3517",110000,2009,8,18,5.397344344,0
"3518",110000,2009,8,19,6.363141411,0
"3519",110000,2009,8,20,0,0
"3520",110000,2009,8,21,0.000422956,0
"3521",110000,2009,8,22,0,0
"3522",110000,2009,8,23,0.000469951,0
"3523",110000,2009,8,24,3.321099278,0
"3524",110000,2009,8,25,7.468983971,0
"3525",110000,2009,8,26,0.108229801,0
"3526",110000,2009,8,27,1.643748872,0
"3527",110000,2009,8,28,0,0
"3528",110000,2009,8,29,0.104611173,0
"3529",110000,2009,8,30,0.189625376,0
"3530",110000,2009,8,31,0.031862702,0
"3531",110000,2009,9,1,0.019221011,0
"3532",110000,2009,9,2,0.22012522,0
"3533",110000,2009,9,3,1.292084272,0
"3534",110000,2009,9,4,2.184380926,0
"3535",110000,2009,9,5,5.507594932,0
"3536",110000,2009,9,6,6.227466433,0
"3537",110000,2009,9,7,0.676682965,0
"3538",110000,2009,9,8,0,0
"3539",110000,2009,9,9,0.043564491,0
"3540",110000,2009,9,10,0.005545426,0
"3541",110000,2009,9,11,0.00512247,0
"3542",110000,2009,9,12,0,0
"3543",110000,2009,9,13,0,0
"3544",110000,2009,9,14,0,0
"3545",110000,2009,9,15,0,0
"3546",110000,2009,9,16,0.031674722,0
"3547",110000,2009,9,17,0.171955206,0
"3548",110000,2009,9,18,2.092364454,0
"3549",110000,2009,9,19,3.082880906,0
"3550",110000,2009,9,20,0.011795779,0
"3551",110000,2009,9,21,0,0
"3552",110000,2009,9,22,0,0
"3553",110000,2009,9,23,0.318439043,0
"3554",110000,2009,9,24,0.080173702,0
"3555",110000,2009,9,25,10.43296723,0
"3556",110000,2009,9,26,5.484003436,0
"3557",110000,2009,9,27,1.114771627,0
"3558",110000,2009,9,28,0.444902958,0
"3559",110000,2009,9,29,1.317884604,0
"3560",110000,2009,9,30,5.44983791,0
"3561",110000,2009,10,1,0.001503844,0
"3562",110000,2009,10,2,0.006814295,0
"3563",110000,2009,10,3,0.001503844,0
"3564",110000,2009,10,4,0,0
"3565",110000,2009,10,5,0,0
"3566",110000,2009,10,6,0.002067786,0
"3567",110000,2009,10,7,1.357971459,0
"3568",110000,2009,10,8,2.757298648,0
"3569",110000,2009,10,9,0.094507219,0
"3570",110000,2009,10,10,0.096011063,0
"3571",110000,2009,10,11,1.870641398,0
"3572",110000,2009,10,12,0.448709564,0
"3573",110000,2009,10,13,0.000375961,0
"3574",110000,2009,10,14,0,0
"3575",110000,2009,10,15,0.087504944,0
"3576",110000,2009,10,16,0.054561353,0
"3577",110000,2009,10,17,0,0
"3578",110000,2009,10,18,0.306361296,0
"3579",110000,2009,10,19,0,0
"3580",110000,2009,10,20,0,0
"3581",110000,2009,10,21,0.014192531,0
"3582",110000,2009,10,22,0,0
"3583",110000,2009,10,23,0,0
"3584",110000,2009,10,24,0.029512946,0
"3585",110000,2009,10,25,0.15936051,0
"3586",110000,2009,10,26,0.022698651,0
"3587",110000,2009,10,27,0.021006826,0
"3588",110000,2009,10,28,0.000047,0
"3589",110000,2009,10,29,0.15809164,0
"3590",110000,2009,10,30,2.842876781,0
"3591",110000,2009,10,31,4.035331378,0
"3592",110000,2009,11,1,5.616811647,0
"3593",110000,2009,11,2,0,0
"3594",110000,2009,11,3,0,0
"3595",110000,2009,11,4,0,0
"3596",110000,2009,11,5,0,0
"3597",110000,2009,11,6,0,0
"3598",110000,2009,11,7,0,0
"3599",110000,2009,11,8,1.176476242,0
"3600",110000,2009,11,9,2.793343891,0
"3601",110000,2009,11,10,0.287939193,0
"3602",110000,2009,11,11,0.276143421,0
"3603",110000,2009,11,12,2.521524042,0
"3604",110000,2009,11,13,0,0
"3605",110000,2009,11,14,0,0
"3606",110000,2009,11,15,0,0
"3607",110000,2009,11,16,0,0
"3608",110000,2009,11,17,0,0
"3609",110000,2009,11,18,0,0
"3610",110000,2009,11,19,0,0
"3611",110000,2009,11,20,0,0
"3612",110000,2009,11,21,0,0
"3613",110000,2009,11,22,0,0
"3614",110000,2009,11,23,0.004558528,0
"3615",110000,2009,11,24,0.000845912,0
"3616",110000,2009,11,25,0.459001496,0
"3617",110000,2009,11,26,0.04666617,0
"3618",110000,2009,11,27,0.002349757,0
"3619",110000,2009,11,28,0,0
"3620",110000,2009,11,29,0,0
"3621",110000,2009,11,30,0,0
"3622",110000,2009,12,1,0.022134709,0
"3623",110000,2009,12,2,0.000986898,0
"3624",110000,2009,12,3,0,0
"3625",110000,2009,12,4,0.120166564,0
"3626",110000,2009,12,5,0,0
"3627",110000,2009,12,6,0,0
"3628",110000,2009,12,7,0.000469951,0
"3629",110000,2009,12,8,0,0
"3630",110000,2009,12,9,0.101086538,0
"3631",110000,2009,12,10,0.373235372,0
"3632",110000,2009,12,11,0,0
"3633",110000,2009,12,12,0.077260004,0
"3634",110000,2009,12,13,0.030687824,0
"3635",110000,2009,12,14,0,0
"3636",110000,2009,12,15,0,0
"3637",110000,2009,12,16,0,0
"3638",110000,2009,12,17,0,0
"3639",110000,2009,12,18,0,0
