,citycode,VAR21,Year,Month,Day,incidence_n
6803,130100,FLU,2020,12,3,6
6804,130100,FLU,2020,12,4,4
6805,130100,FLU,2020,12,5,4
6806,130100,FLU,2020,12,6,2
6807,130100,FLU,2020,12,7,3
6808,130100,FLU,2020,12,8,1
6809,130100,FLU,2020,12,10,2
6810,130100,FLU,2020,12,11,1
6811,130100,FLU,2020,12,12,2
6812,130100,FLU,2020,12,13,3
6813,130100,FLU,2020,12,15,1
6814,130100,FLU,2020,12,17,3
6815,130100,FLU,2020,12,18,2
6816,130100,FLU,2020,12,20,1
6817,130100,FLU,2020,12,21,1
6818,130100,FLU,2020,12,22,2
6819,130100,FLU,2020,12,25,2
6820,130100,FLU,2020,12,26,2
6821,130100,FLU,2020,12,27,2
6822,130100,FLU,2020,12,28,2
6823,130100,FLU,2020,12,29,1
7645,130200,FLU,2012,2,23,1
7646,130200,FLU,2012,3,12,1
7647,130200,FLU,2012,4,5,1
7648,130200,FLU,2012,6,7,1
7649,130200,FLU,2012,7,12,1
7650,130200,FLU,2012,8,16,1
8227,130200,FLU,2020,1,2,3
8228,130200,FLU,2020,1,3,1
8229,130200,FLU,2020,1,9,1
8230,130200,FLU,2020,1,10,1
8231,130200,FLU,2020,1,15,1
8232,130200,FLU,2020,1,17,1
8233,130200,FLU,2020,1,18,2
8234,130200,FLU,2020,1,19,2
8235,130200,FLU,2020,1,24,3
8236,130200,FLU,2020,1,25,1
8237,130200,FLU,2020,1,26,2
8238,130200,FLU,2020,1,29,1
8239,130200,FLU,2020,1,30,1
8240,130200,FLU,2020,2,2,6
8241,130200,FLU,2020,2,5,1
8242,130200,FLU,2020,2,7,1
8243,130200,FLU,2020,2,9,2
8244,130200,FLU,2020,2,22,2
8245,130200,FLU,2020,2,23,1
8246,130200,FLU,2020,2,27,2
8247,130200,FLU,2020,2,28,1
8248,130200,FLU,2020,3,1,1
8249,130200,FLU,2020,3,5,4
8250,130200,FLU,2020,3,8,2
8251,130200,FLU,2020,3,10,1
8252,130200,FLU,2020,3,12,3
8253,130200,FLU,2020,3,13,1
8254,130200,FLU,2020,3,14,5
8255,130200,FLU,2020,3,15,1
8256,130200,FLU,2020,3,16,1
8257,130200,FLU,2020,3,18,1
8258,130200,FLU,2020,3,19,1
8259,130200,FLU,2020,3,20,1
8260,130200,FLU,2020,3,21,1
8261,130200,FLU,2020,3,23,2
8262,130200,FLU,2020,3,27,2
8263,130200,FLU,2020,3,29,2
8264,130200,FLU,2020,4,1,1
8265,130200,FLU,2020,4,2,3
8266,130200,FLU,2020,4,3,2
8267,130200,FLU,2020,4,4,3
8268,130200,FLU,2020,4,8,1
8269,130200,FLU,2020,4,9,1
8270,130200,FLU,2020,4,10,1
8271,130200,FLU,2020,4,11,7
8272,130200,FLU,2020,4,13,1
8273,130200,FLU,2020,4,16,2
8274,130200,FLU,2020,4,17,1
8275,130200,FLU,2020,4,18,3
8276,130200,FLU,2020,4,20,1
8277,130200,FLU,2020,4,22,1
8278,130200,FLU,2020,4,23,3
8279,130200,FLU,2020,4,24,2
8280,130200,FLU,2020,4,26,5
8281,130200,FLU,2020,4,28,1
8282,130200,FLU,2020,4,30,1
8283,130200,FLU,2020,5,3,2
8284,130200,FLU,2020,5,4,2
8285,130200,FLU,2020,5,7,1
8286,130200,FLU,2020,5,8,3
8287,130200,FLU,2020,5,9,1
8288,130200,FLU,2020,5,11,1
8289,130200,FLU,2020,5,12,1
8290,130200,FLU,2020,5,14,2
8291,130200,FLU,2020,5,15,3
8292,130200,FLU,2020,5,16,2
8293,130200,FLU,2020,5,17,2
8294,130200,FLU,2020,5,21,2
8295,130200,FLU,2020,5,22,1
8296,130200,FLU,2020,5,25,1
8297,130200,FLU,2020,5,28,1
8298,130200,FLU,2020,5,29,1
8299,130200,FLU,2020,5,30,1
8300,130200,FLU,2020,5,31,1
8301,130200,FLU,2020,6,4,2
8302,130200,FLU,2020,6,5,3
8303,130200,FLU,2020,6,7,1
8304,130200,FLU,2020,6,11,2
8305,130200,FLU,2020,6,12,4
8306,130200,FLU,2020,6,13,1
8307,130200,FLU,2020,6,14,3
8308,130200,FLU,2020,6,19,2
8309,130200,FLU,2020,6,21,1
8310,130200,FLU,2020,6,24,1
8311,130200,FLU,2020,6,25,3
8312,130200,FLU,2020,6,28,1
8313,130200,FLU,2020,7,3,1
8314,130200,FLU,2020,7,4,1
8315,130200,FLU,2020,7,5,1
8316,130200,FLU,2020,7,9,1
8317,130200,FLU,2020,7,11,1
8318,130200,FLU,2020,7,13,1
8319,130200,FLU,2020,7,16,2
8320,130200,FLU,2020,7,18,2
8321,130200,FLU,2020,7,19,1
8322,130200,FLU,2020,7,20,1
8323,130200,FLU,2020,7,23,4
8324,130200,FLU,2020,7,26,1
8325,130200,FLU,2020,7,27,2
8326,130200,FLU,2020,8,1,3
8327,130200,FLU,2020,8,2,1
8328,130200,FLU,2020,8,3,2
8329,130200,FLU,2020,8,7,2
8330,130200,FLU,2020,8,8,1
8331,130200,FLU,2020,8,9,2
8332,130200,FLU,2020,8,10,1
8333,130200,FLU,2020,8,12,1
8334,130200,FLU,2020,8,13,2
8335,130200,FLU,2020,8,14,1
8336,130200,FLU,2020,8,16,1
8337,130200,FLU,2020,8,21,1
8338,130200,FLU,2020,8,22,1
8339,130200,FLU,2020,8,23,1
8340,130200,FLU,2020,8,30,1
8341,130200,FLU,2020,8,31,1
8342,130200,FLU,2020,9,1,2
8343,130200,FLU,2020,9,3,1
8344,130200,FLU,2020,9,5,3
8345,130200,FLU,2020,9,7,1
8346,130200,FLU,2020,9,11,2
8347,130200,FLU,2020,9,12,2
8348,130200,FLU,2020,9,14,1
8349,130200,FLU,2020,9,18,1
8350,130200,FLU,2020,9,21,2
8351,130200,FLU,2020,9,22,1
8352,130200,FLU,2020,9,27,2
8353,130200,FLU,2020,9,28,1
8354,130200,FLU,2020,10,2,1
8355,130200,FLU,2020,10,8,2
8356,130200,FLU,2020,10,9,3
8357,130200,FLU,2020,10,10,1
8358,130200,FLU,2020,10,11,2
8359,130200,FLU,2020,10,15,3
8360,130200,FLU,2020,10,16,2
8361,130200,FLU,2020,10,19,2
8362,130200,FLU,2020,10,23,4
8363,130200,FLU,2020,10,24,1
8364,130200,FLU,2020,10,25,1
8365,130200,FLU,2020,10,31,2
8366,130200,FLU,2020,11,1,1
8367,130200,FLU,2020,11,2,2
8368,130200,FLU,2020,11,3,1
8369,130200,FLU,2020,11,5,2
8370,130200,FLU,2020,11,8,1
8371,130200,FLU,2020,11,9,1
8372,130200,FLU,2020,11,12,1
8373,130200,FLU,2020,11,13,1
8374,130200,FLU,2020,11,14,4
8375,130200,FLU,2020,11,16,2
8376,130200,FLU,2020,11,18,1
8377,130200,FLU,2020,11,19,2
8378,130200,FLU,2020,11,20,4
8379,130200,FLU,2020,11,21,2
8380,130200,FLU,2020,11,22,1
8381,130200,FLU,2020,11,26,1
8382,130200,FLU,2020,11,27,5
8383,130200,FLU,2020,11,28,2
8384,130200,FLU,2020,11,29,1
8385,130200,FLU,2020,12,3,2
8386,130200,FLU,2020,12,4,1
8387,130200,FLU,2020,12,5,1
8388,130200,FLU,2020,12,6,3
8389,130200,FLU,2020,12,11,1
8390,130200,FLU,2020,12,13,1
8391,130200,FLU,2020,12,16,1
8392,130200,FLU,2020,12,18,1
8393,130200,FLU,2020,12,21,1
8394,130200,FLU,2020,12,25,7
8395,130200,FLU,2020,12,27,2
8396,130200,FLU,2020,12,28,1
8397,130200,FLU,2020,12,29,2
1,110000,FLU,2014,1,1,74
2,110000,FLU,2014,1,2,39
3,110000,FLU,2014,1,3,22
4,110000,FLU,2014,1,4,10
5,110000,FLU,2014,1,5,14
6,110000,FLU,2014,1,6,19
7,110000,FLU,2014,1,7,21
8,110000,FLU,2014,1,8,22
9,110000,FLU,2014,1,9,12
10,110000,FLU,2014,1,10,16
11,110000,FLU,2014,1,11,9
12,110000,FLU,2014,1,12,14
13,110000,FLU,2014,1,13,8
14,110000,FLU,2014,1,14,16
15,110000,FLU,2014,1,15,23
16,110000,FLU,2014,1,16,12
17,110000,FLU,2014,1,17,20
18,110000,FLU,2014,1,18,10
19,110000,FLU,2014,1,19,1
20,110000,FLU,2014,1,20,33
21,110000,FLU,2014,1,21,13
22,110000,FLU,2014,1,22,15
23,110000,FLU,2014,1,23,17
24,110000,FLU,2014,1,24,21
25,110000,FLU,2014,1,25,12
26,110000,FLU,2014,1,26,9
27,110000,FLU,2014,1,27,16
28,110000,FLU,2014,1,28,13
29,110000,FLU,2014,1,29,17
30,110000,FLU,2014,1,30,14
31,110000,FLU,2014,1,31,5
32,110000,FLU,2014,2,1,68
33,110000,FLU,2014,2,2,14
34,110000,FLU,2014,2,3,13
35,110000,FLU,2014,2,4,17
36,110000,FLU,2014,2,5,9
37,110000,FLU,2014,2,6,18
38,110000,FLU,2014,2,7,24
39,110000,FLU,2014,2,8,19
40,110000,FLU,2014,2,9,4
41,110000,FLU,2014,2,10,52
42,110000,FLU,2014,2,11,24
43,110000,FLU,2014,2,12,23
44,110000,FLU,2014,2,13,13
45,110000,FLU,2014,2,14,15
46,110000,FLU,2014,2,15,16
47,110000,FLU,2014,2,16,7
48,110000,FLU,2014,2,17,29
49,110000,FLU,2014,2,18,18
50,110000,FLU,2014,2,19,15
51,110000,FLU,2014,2,20,31
52,110000,FLU,2014,2,21,18
53,110000,FLU,2014,2,22,2
54,110000,FLU,2014,2,23,9
55,110000,FLU,2014,2,24,24
56,110000,FLU,2014,2,25,26
57,110000,FLU,2014,2,26,25
58,110000,FLU,2014,2,27,18
59,110000,FLU,2014,2,28,17
60,110000,FLU,2014,3,1,81
61,110000,FLU,2014,3,2,16
62,110000,FLU,2014,3,3,19
63,110000,FLU,2014,3,4,28
64,110000,FLU,2014,3,5,36
65,110000,FLU,2014,3,6,30
66,110000,FLU,2014,3,7,26
67,110000,FLU,2014,3,8,10
68,110000,FLU,2014,3,9,6
69,110000,FLU,2014,3,10,35
70,110000,FLU,2014,3,11,27
71,110000,FLU,2014,3,12,21
72,110000,FLU,2014,3,13,28
73,110000,FLU,2014,3,14,19
74,110000,FLU,2014,3,15,15
75,110000,FLU,2014,3,16,16
76,110000,FLU,2014,3,17,19
77,110000,FLU,2014,3,18,22
78,110000,FLU,2014,3,19,17
79,110000,FLU,2014,3,20,40
80,110000,FLU,2014,3,21,23
81,110000,FLU,2014,3,22,12
82,110000,FLU,2014,3,23,12
83,110000,FLU,2014,3,24,16
84,110000,FLU,2014,3,25,26
85,110000,FLU,2014,3,26,28
86,110000,FLU,2014,3,27,27
87,110000,FLU,2014,3,28,25
88,110000,FLU,2014,3,29,7
89,110000,FLU,2014,3,30,11
90,110000,FLU,2014,3,31,18
91,110000,FLU,2014,4,1,75
92,110000,FLU,2014,4,2,29
93,110000,FLU,2014,4,3,35
94,110000,FLU,2014,4,4,17
95,110000,FLU,2014,4,5,21
96,110000,FLU,2014,4,6,6
97,110000,FLU,2014,4,7,10
98,110000,FLU,2014,4,8,30
99,110000,FLU,2014,4,9,15
100,110000,FLU,2014,4,10,50
101,110000,FLU,2014,4,11,24
102,110000,FLU,2014,4,12,12
103,110000,FLU,2014,4,13,8
104,110000,FLU,2014,4,14,24
105,110000,FLU,2014,4,15,39
106,110000,FLU,2014,4,16,22
107,110000,FLU,2014,4,17,23
108,110000,FLU,2014,4,18,15
109,110000,FLU,2014,4,19,8
110,110000,FLU,2014,4,20,28
111,110000,FLU,2014,4,21,16
112,110000,FLU,2014,4,22,28
113,110000,FLU,2014,4,23,21
114,110000,FLU,2014,4,24,21
115,110000,FLU,2014,4,25,13
116,110000,FLU,2014,4,26,8
117,110000,FLU,2014,4,27,5
118,110000,FLU,2014,4,28,21
119,110000,FLU,2014,4,29,19
120,110000,FLU,2014,4,30,24
121,110000,FLU,2014,5,1,107
122,110000,FLU,2014,5,2,11
123,110000,FLU,2014,5,3,12
124,110000,FLU,2014,5,4,19
125,110000,FLU,2014,5,5,16
126,110000,FLU,2014,5,6,14
127,110000,FLU,2014,5,7,29
128,110000,FLU,2014,5,8,28
129,110000,FLU,2014,5,9,12
130,110000,FLU,2014,5,10,31
131,110000,FLU,2014,5,11,12
132,110000,FLU,2014,5,12,35
133,110000,FLU,2014,5,13,23
134,110000,FLU,2014,5,14,20
135,110000,FLU,2014,5,15,21
136,110000,FLU,2014,5,16,18
137,110000,FLU,2014,5,17,14
138,110000,FLU,2014,5,18,16
139,110000,FLU,2014,5,19,25
140,110000,FLU,2014,5,20,42
141,110000,FLU,2014,5,21,20
142,110000,FLU,2014,5,22,17
143,110000,FLU,2014,5,23,23
144,110000,FLU,2014,5,24,5
145,110000,FLU,2014,5,25,9
146,110000,FLU,2014,5,26,19
147,110000,FLU,2014,5,27,17
148,110000,FLU,2014,5,28,27
149,110000,FLU,2014,5,29,26
150,110000,FLU,2014,5,30,22
151,110000,FLU,2014,5,31,8
152,110000,FLU,2014,6,1,74
153,110000,FLU,2014,6,2,19
154,110000,FLU,2014,6,3,26
155,110000,FLU,2014,6,4,28
156,110000,FLU,2014,6,5,23
157,110000,FLU,2014,6,6,33
158,110000,FLU,2014,6,7,14
159,110000,FLU,2014,6,8,10
160,110000,FLU,2014,6,9,16
161,110000,FLU,2014,6,10,47
162,110000,FLU,2014,6,11,29
163,110000,FLU,2014,6,12,19
164,110000,FLU,2014,6,13,21
165,110000,FLU,2014,6,14,10
166,110000,FLU,2014,6,15,23
167,110000,FLU,2014,6,16,19
168,110000,FLU,2014,6,17,15
169,110000,FLU,2014,6,18,23
170,110000,FLU,2014,6,19,21
171,110000,FLU,2014,6,20,32
172,110000,FLU,2014,6,21,7
173,110000,FLU,2014,6,22,7
174,110000,FLU,2014,6,23,22
175,110000,FLU,2014,6,24,34
176,110000,FLU,2014,6,25,24
177,110000,FLU,2014,6,26,20
178,110000,FLU,2014,6,27,19
179,110000,FLU,2014,6,28,12
180,110000,FLU,2014,6,29,5
181,110000,FLU,2014,6,30,28
182,110000,FLU,2014,7,1,86
183,110000,FLU,2014,7,2,25
184,110000,FLU,2014,7,3,18
185,110000,FLU,2014,7,4,23
186,110000,FLU,2014,7,5,16
187,110000,FLU,2014,7,6,2
188,110000,FLU,2014,7,7,26
189,110000,FLU,2014,7,8,19
190,110000,FLU,2014,7,9,18
191,110000,FLU,2014,7,10,41
192,110000,FLU,2014,7,11,21
193,110000,FLU,2014,7,12,14
194,110000,FLU,2014,7,13,13
195,110000,FLU,2014,7,14,30
196,110000,FLU,2014,7,15,27
197,110000,FLU,2014,7,16,19
198,110000,FLU,2014,7,17,26
199,110000,FLU,2014,7,18,8
200,110000,FLU,2014,7,19,6
201,110000,FLU,2014,7,20,25
202,110000,FLU,2014,7,21,27
203,110000,FLU,2014,7,22,32
204,110000,FLU,2014,7,23,16
205,110000,FLU,2014,7,24,15
206,110000,FLU,2014,7,25,22
207,110000,FLU,2014,7,26,1
208,110000,FLU,2014,7,27,6
209,110000,FLU,2014,7,28,14
210,110000,FLU,2014,7,29,13
211,110000,FLU,2014,7,30,21
212,110000,FLU,2014,7,31,18
213,110000,FLU,2014,8,1,97
214,110000,FLU,2014,8,2,14
215,110000,FLU,2014,8,3,20
216,110000,FLU,2014,8,4,25
217,110000,FLU,2014,8,5,21
218,110000,FLU,2014,8,6,21
219,110000,FLU,2014,8,7,20
220,110000,FLU,2014,8,8,17
221,110000,FLU,2014,8,9,9
222,110000,FLU,2014,8,10,21
223,110000,FLU,2014,8,11,29
224,110000,FLU,2014,8,12,24
225,110000,FLU,2014,8,13,20
226,110000,FLU,2014,8,14,16
227,110000,FLU,2014,8,15,27
228,110000,FLU,2014,8,16,10
229,110000,FLU,2014,8,17,12
230,110000,FLU,2014,8,18,22
231,110000,FLU,2014,8,19,15
232,110000,FLU,2014,8,20,40
233,110000,FLU,2014,8,21,13
234,110000,FLU,2014,8,22,19
235,110000,FLU,2014,8,23,7
236,110000,FLU,2014,8,24,11
237,110000,FLU,2014,8,25,22
238,110000,FLU,2014,8,26,14
239,110000,FLU,2014,8,27,10
240,110000,FLU,2014,8,28,22
241,110000,FLU,2014,8,29,23
242,110000,FLU,2014,8,30,5
243,110000,FLU,2014,8,31,6
244,110000,FLU,2014,9,1,70
245,110000,FLU,2014,9,2,24
246,110000,FLU,2014,9,3,20
247,110000,FLU,2014,9,4,19
248,110000,FLU,2014,9,5,37
249,110000,FLU,2014,9,6,10
250,110000,FLU,2014,9,7,10
251,110000,FLU,2014,9,8,15
252,110000,FLU,2014,9,9,18
253,110000,FLU,2014,9,10,37
254,110000,FLU,2014,9,11,23
255,110000,FLU,2014,9,12,24
256,110000,FLU,2014,9,13,17
257,110000,FLU,2014,9,14,7
258,110000,FLU,2014,9,15,27
259,110000,FLU,2014,9,16,22
260,110000,FLU,2014,9,17,17
261,110000,FLU,2014,9,18,21
262,110000,FLU,2014,9,19,17
263,110000,FLU,2014,9,20,25
264,110000,FLU,2014,9,21,7
265,110000,FLU,2014,9,22,21
266,110000,FLU,2014,9,23,19
267,110000,FLU,2014,9,24,18
268,110000,FLU,2014,9,25,23
269,110000,FLU,2014,9,26,19
270,110000,FLU,2014,9,27,12
271,110000,FLU,2014,9,28,18
272,110000,FLU,2014,9,29,11
273,110000,FLU,2014,9,30,18
274,110000,FLU,2014,10,1,80
275,110000,FLU,2014,10,2,16
276,110000,FLU,2014,10,3,7
277,110000,FLU,2014,10,4,11
278,110000,FLU,2014,10,5,7
279,110000,FLU,2014,10,6,7
280,110000,FLU,2014,10,7,13
281,110000,FLU,2014,10,8,26
282,110000,FLU,2014,10,9,32
283,110000,FLU,2014,10,10,34
284,110000,FLU,2014,10,11,13
285,110000,FLU,2014,10,12,6
286,110000,FLU,2014,10,13,21
287,110000,FLU,2014,10,14,25
288,110000,FLU,2014,10,15,25
289,110000,FLU,2014,10,16,29
290,110000,FLU,2014,10,17,18
291,110000,FLU,2014,10,18,6
292,110000,FLU,2014,10,19,9
293,110000,FLU,2014,10,20,38
294,110000,FLU,2014,10,21,22
295,110000,FLU,2014,10,22,13
296,110000,FLU,2014,10,23,18
297,110000,FLU,2014,10,24,20
298,110000,FLU,2014,10,25,11
299,110000,FLU,2014,10,26,6
300,110000,FLU,2014,10,27,19
301,110000,FLU,2014,10,28,21
302,110000,FLU,2014,10,29,14
303,110000,FLU,2014,10,30,15
304,110000,FLU,2014,10,31,20
305,110000,FLU,2014,11,1,68
306,110000,FLU,2014,11,2,22
307,110000,FLU,2014,11,3,19
308,110000,FLU,2014,11,4,14
309,110000,FLU,2014,11,5,23
310,110000,FLU,2014,11,6,19
311,110000,FLU,2014,11,7,17
312,110000,FLU,2014,11,8,17
313,110000,FLU,2014,11,9,7
314,110000,FLU,2014,11,10,25
315,110000,FLU,2014,11,11,8
316,110000,FLU,2014,11,12,6
317,110000,FLU,2014,11,13,22
318,110000,FLU,2014,11,14,11
319,110000,FLU,2014,11,15,16
320,110000,FLU,2014,11,16,5
321,110000,FLU,2014,11,17,20
322,110000,FLU,2014,11,18,15
323,110000,FLU,2014,11,19,12
324,110000,FLU,2014,11,20,27
325,110000,FLU,2014,11,21,9
326,110000,FLU,2014,11,22,9
327,110000,FLU,2014,11,23,6
328,110000,FLU,2014,11,24,12
329,110000,FLU,2014,11,25,30
330,110000,FLU,2014,11,26,22
331,110000,FLU,2014,11,27,17
332,110000,FLU,2014,11,28,23
333,110000,FLU,2014,11,29,5
334,110000,FLU,2014,11,30,10
335,110000,FLU,2014,12,1,78
336,110000,FLU,2014,12,2,28
337,110000,FLU,2014,12,3,24
338,110000,FLU,2014,12,4,19
339,110000,FLU,2014,12,5,28
340,110000,FLU,2014,12,6,10
341,110000,FLU,2014,12,7,10
342,110000,FLU,2014,12,8,14
343,110000,FLU,2014,12,9,17
344,110000,FLU,2014,12,10,29
345,110000,FLU,2014,12,11,16
346,110000,FLU,2014,12,12,24
347,110000,FLU,2014,12,13,17
348,110000,FLU,2014,12,14,4
349,110000,FLU,2014,12,15,25
350,110000,FLU,2014,12,16,12
351,110000,FLU,2014,12,17,18
352,110000,FLU,2014,12,18,19
353,110000,FLU,2014,12,19,14
354,110000,FLU,2014,12,20,18
355,110000,FLU,2014,12,21,7
356,110000,FLU,2014,12,22,17
357,110000,FLU,2014,12,23,15
358,110000,FLU,2014,12,24,24
359,110000,FLU,2014,12,25,23
360,110000,FLU,2014,12,26,18
361,110000,FLU,2014,12,27,13
362,110000,FLU,2014,12,28,8
363,110000,FLU,2014,12,29,15
364,110000,FLU,2014,12,30,23
365,110000,FLU,2014,12,31,9
366,110000,FLU,2015,1,1,90
367,110000,FLU,2015,1,2,25
368,110000,FLU,2015,1,3,13
369,110000,FLU,2015,1,4,18
370,110000,FLU,2015,1,5,21
371,110000,FLU,2015,1,6,24
372,110000,FLU,2015,1,7,19
373,110000,FLU,2015,1,8,26
374,110000,FLU,2015,1,9,24
375,110000,FLU,2015,1,10,24
376,110000,FLU,2015,1,11,6
377,110000,FLU,2015,1,12,19
378,110000,FLU,2015,1,13,15
379,110000,FLU,2015,1,14,19
380,110000,FLU,2015,1,15,15
381,110000,FLU,2015,1,16,16
382,110000,FLU,2015,1,17,4
383,110000,FLU,2015,1,18,7
384,110000,FLU,2015,1,19,11
385,110000,FLU,2015,1,20,34
386,110000,FLU,2015,1,21,18
387,110000,FLU,2015,1,22,15
388,110000,FLU,2015,1,23,19
389,110000,FLU,2015,1,24,8
390,110000,FLU,2015,1,25,10
391,110000,FLU,2015,1,26,20
392,110000,FLU,2015,1,27,20
393,110000,FLU,2015,1,28,13
394,110000,FLU,2015,1,29,6
395,110000,FLU,2015,1,30,20
396,110000,FLU,2015,1,31,7
397,110000,FLU,2015,2,1,50
398,110000,FLU,2015,2,2,25
399,110000,FLU,2015,2,3,25
400,110000,FLU,2015,2,4,20
401,110000,FLU,2015,2,5,22
402,110000,FLU,2015,2,6,13
403,110000,FLU,2015,2,7,11
404,110000,FLU,2015,2,8,8
405,110000,FLU,2015,2,9,15
406,110000,FLU,2015,2,10,38
407,110000,FLU,2015,2,11,15
408,110000,FLU,2015,2,12,15
409,110000,FLU,2015,2,13,13
410,110000,FLU,2015,2,14,4
411,110000,FLU,2015,2,15,23
412,110000,FLU,2015,2,16,9
413,110000,FLU,2015,2,17,10
414,110000,FLU,2015,2,18,8
415,110000,FLU,2015,2,19,6
416,110000,FLU,2015,2,20,18
417,110000,FLU,2015,2,21,6
418,110000,FLU,2015,2,22,1
419,110000,FLU,2015,2,23,10
420,110000,FLU,2015,2,24,7
421,110000,FLU,2015,2,25,15
422,110000,FLU,2015,2,26,13
423,110000,FLU,2015,2,27,22
424,110000,FLU,2015,2,28,20
425,110000,FLU,2015,3,1,55
426,110000,FLU,2015,3,2,27
427,110000,FLU,2015,3,3,18
428,110000,FLU,2015,3,4,16
429,110000,FLU,2015,3,5,19
430,110000,FLU,2015,3,6,26
431,110000,FLU,2015,3,7,14
432,110000,FLU,2015,3,8,14
433,110000,FLU,2015,3,9,15
434,110000,FLU,2015,3,10,25
435,110000,FLU,2015,3,11,29
436,110000,FLU,2015,3,12,23
437,110000,FLU,2015,3,13,22
438,110000,FLU,2015,3,14,7
439,110000,FLU,2015,3,15,21
440,110000,FLU,2015,3,16,20
441,110000,FLU,2015,3,17,14
442,110000,FLU,2015,3,18,24
443,110000,FLU,2015,3,19,16
444,110000,FLU,2015,3,20,37
445,110000,FLU,2015,3,21,7
446,110000,FLU,2015,3,22,10
447,110000,FLU,2015,3,23,27
448,110000,FLU,2015,3,24,22
449,110000,FLU,2015,3,25,37
450,110000,FLU,2015,3,26,24
451,110000,FLU,2015,3,27,20
452,110000,FLU,2015,3,28,15
453,110000,FLU,2015,3,29,7
454,110000,FLU,2015,3,30,15
455,110000,FLU,2015,3,31,15
456,110000,FLU,2015,4,1,81
457,110000,FLU,2015,4,2,22
458,110000,FLU,2015,4,3,20
459,110000,FLU,2015,4,4,13
460,110000,FLU,2015,4,5,11
461,110000,FLU,2015,4,6,8
462,110000,FLU,2015,4,7,17
463,110000,FLU,2015,4,8,17
464,110000,FLU,2015,4,9,15
465,110000,FLU,2015,4,10,40
466,110000,FLU,2015,4,11,12
467,110000,FLU,2015,4,12,9
468,110000,FLU,2015,4,13,20
469,110000,FLU,2015,4,14,17
470,110000,FLU,2015,4,15,33
471,110000,FLU,2015,4,16,23
472,110000,FLU,2015,4,17,19
473,110000,FLU,2015,4,18,17
474,110000,FLU,2015,4,19,7
475,110000,FLU,2015,4,20,36
476,110000,FLU,2015,4,21,23
477,110000,FLU,2015,4,22,21
478,110000,FLU,2015,4,23,25
479,110000,FLU,2015,4,24,18
480,110000,FLU,2015,4,25,15
481,110000,FLU,2015,4,26,10
482,110000,FLU,2015,4,27,18
483,110000,FLU,2015,4,28,24
484,110000,FLU,2015,4,29,18
485,110000,FLU,2015,4,30,31
486,110000,FLU,2015,5,1,67
487,110000,FLU,2015,5,2,9
488,110000,FLU,2015,5,3,18
489,110000,FLU,2015,5,4,33
490,110000,FLU,2015,5,5,23
491,110000,FLU,2015,5,6,19
492,110000,FLU,2015,5,7,24
493,110000,FLU,2015,5,8,18
494,110000,FLU,2015,5,9,3
495,110000,FLU,2015,5,10,31
496,110000,FLU,2015,5,11,29
497,110000,FLU,2015,5,12,25
498,110000,FLU,2015,5,13,28
499,110000,FLU,2015,5,14,24
500,110000,FLU,2015,5,15,30
501,110000,FLU,2015,5,16,4
502,110000,FLU,2015,5,17,8
503,110000,FLU,2015,5,18,19
504,110000,FLU,2015,5,19,22
505,110000,FLU,2015,5,20,41
506,110000,FLU,2015,5,21,22
507,110000,FLU,2015,5,22,19
508,110000,FLU,2015,5,23,8
509,110000,FLU,2015,5,24,9
510,110000,FLU,2015,5,25,28
511,110000,FLU,2015,5,26,23
512,110000,FLU,2015,5,27,26
513,110000,FLU,2015,5,28,17
514,110000,FLU,2015,5,29,17
515,110000,FLU,2015,5,30,11
516,110000,FLU,2015,5,31,6
517,110000,FLU,2015,6,1,82
518,110000,FLU,2015,6,2,26
519,110000,FLU,2015,6,3,24
520,110000,FLU,2015,6,4,24
521,110000,FLU,2015,6,5,31
522,110000,FLU,2015,6,6,8
523,110000,FLU,2015,6,7,11
524,110000,FLU,2015,6,8,26
525,110000,FLU,2015,6,9,20
526,110000,FLU,2015,6,10,50
527,110000,FLU,2015,6,11,23
528,110000,FLU,2015,6,12,24
529,110000,FLU,2015,6,13,12
530,110000,FLU,2015,6,14,5
531,110000,FLU,2015,6,15,19
532,110000,FLU,2015,6,16,19
533,110000,FLU,2015,6,17,21
534,110000,FLU,2015,6,18,23
535,110000,FLU,2015,6,19,15
536,110000,FLU,2015,6,20,16
537,110000,FLU,2015,6,21,6
538,110000,FLU,2015,6,22,11
539,110000,FLU,2015,6,23,18
540,110000,FLU,2015,6,24,22
541,110000,FLU,2015,6,25,23
542,110000,FLU,2015,6,26,22
543,110000,FLU,2015,6,27,7
544,110000,FLU,2015,6,28,9
545,110000,FLU,2015,6,29,22
546,110000,FLU,2015,6,30,20
547,110000,FLU,2015,7,1,63
548,110000,FLU,2015,7,2,25
549,110000,FLU,2015,7,3,26
550,110000,FLU,2015,7,4,12
551,110000,FLU,2015,7,5,12
552,110000,FLU,2015,7,6,23
553,110000,FLU,2015,7,7,24
554,110000,FLU,2015,7,8,27
555,110000,FLU,2015,7,9,13
556,110000,FLU,2015,7,10,28
557,110000,FLU,2015,7,11,6
558,110000,FLU,2015,7,12,8
559,110000,FLU,2015,7,13,18
560,110000,FLU,2015,7,14,23
561,110000,FLU,2015,7,15,22
562,110000,FLU,2015,7,16,24
563,110000,FLU,2015,7,17,20
564,110000,FLU,2015,7,18,7
565,110000,FLU,2015,7,19,3
566,110000,FLU,2015,7,20,26
567,110000,FLU,2015,7,21,23
